model,id,date,result,payout,picks,n_picks,hit,inv,ret
Qwen/GrokX_v2,20260902_常滑_4,2026-09-02,4-2-5,2720.0,1-4-5 1-5-4 4-1-5 5-1-4 1-4-2,5,0,500,0.0
Qwen/GrokX_v2,20260902_浜名湖_2,2026-09-02,2-5-1,2810.0,3-5-2 3-2-5 5-3-2 2-5-3 5-2-3,5,0,500,0.0
Qwen/GrokX_v2,20260903_下関_8,2026-09-03,1-4-2,1740.0,1-2-4 1-2-5 1-4-2 1-2-6 1-5-2,5,1,500,1740.0
Qwen/GrokX_v2,20260903_尼崎_4,2026-09-03,1-2-6,1300.0,1-6-2 1-6-5 6-1-2 6-2-1 1-2-6,5,1,500,1300.0
Qwen/GrokX_v2,20260903_若松_2,2026-09-03,2-3-5,3360.0,3-5-1 5-3-1 3-1-5 5-1-3 3-5-2,5,0,500,0.0
Qwen/GrokX_v2,20260904_びわこ_7,2026-09-04,2-1-5,2170.0,1-2-6 1-2-4 1-6-2 1-4-2 1-2-3,5,0,500,0.0
Qwen/GrokX_v2,20260904_住之江_11,2026-09-04,1-3-2,850.0,1-2-3 1-3-2 1-2-4 1-3-4 1-4-2,5,1,500,850.0
Qwen/GrokX_v2,20260904_戸田_1,2026-09-04,1-2-5,1710.0,1-2-3 1-2-4 1-3-2 1-4-2 1-2-5,5,1,500,1710.0
Qwen/GrokX_v2,20260904_若松_9,2026-09-04,1-2-6,1910.0,1-2-6 1-6-2 1-2-3 1-6-3 1-3-2,5,1,500,1910.0
Qwen/GrokX_v2,20260904_蒲郡_1,2026-09-04,1-2-3,680.0,1-2-3 1-2-4 1-2-6 1-3-2 1-6-2,5,1,500,680.0
Qwen/GrokX_v2,20260906_びわこ_10,2026-09-06,1-3-2,1440.0,1-2-6 1-2-4 1-4-2 1-2-3 1-4-6,5,0,500,0.0
Qwen/GrokX_v2,20260906_戸田_9,2026-09-06,2-5-1,15040.0,3-1-2 3-2-1 3-2-4 1-3-2 3-1-4,5,0,500,0.0
